"","AfD","DIE GRUENEN","DIE LINKE","FDP","SPD","CDU/CSU"
"nordkurier",0.00548613227674489,0.000182315405651778,0.000972100709633518,0.000793231094658911,0.000921234454168586,0.00100618082506828
"cicero",0.00540993599512344,0.000182315405651778,0.000291630212890055,0.00304071919619249,0.000767695378473822,0.000574960471467587
"rp-online",0.00487656202377324,0.00957155879671832,0.00690191503839798,0.0132205182443152,0.00706279748195916,0.0163863734368262
"haz",0.0044193843340445,0.00510483135824977,0.00311072227082726,0.00436277102062401,0.00368493781667434,0.00229984188587035
"stern",0.00434318805242304,0.00346399270738377,0.0056381841158744,0.00317292437863564,0.00552740672501152,0.00503090412534138
"deutschland-kurier",0.00426699177080159,0,0,0,0,0
"lvz",0.00403840292593721,0.00373746581586144,0.00408282298046078,0.00105764145954521,0.00199600798403194,0.00201236165013655
"berliner-zeitung",0.0038860103626943,0.0100273473108478,0.00981821716729853,0.0122950819672131,0.00583448487640104,0.00316228259307173
"stuttgarter-nachrichten",0.00350502895458702,0.00309936189608022,0.00213862156119374,0.00515600211528292,0.00368493781667434,0.0043122035360069
"taz",0.00350502895458702,0.0533272561531449,0.0361621463983669,0.00528820729772607,0.00905880546599109,0.00373724306453931
"de/index",0.00342883267296556,0.000273473108477666,9.72100709633518e-05,0,0.00322432058959005,0.000143740117866897
"deutschlandfunk",0.00342883267296556,0.0144029170464904,0.00904053659959172,0.0076679005817028,0.00936588361738062,0.00919936754348138
"fr",0.00342883267296556,0.0154056517775752,0.0104014775930786,0.00185087255420412,0.00905880546599109,0.00143740117866897
"derwesten",0.0033526363913441,0.000546946216955333,0.00155536113541363,0.000264410364886304,0.000921234454168586,0.000287480235733793
"hessenschau",0.0033526363913441,0.00154968094804011,0.00116652085156022,0.000396615547329455,0.00291724243820052,0.000718700589334483
"saechsische",0.00327644010972265,0.00173199635369189,0.00106931078059687,0.000925436277102062,0.000153539075694764,0.000143740117866897
"stuttgarter-zeitung",0.00327644010972265,0.00756608933454877,0.00155536113541363,0.00409836065573771,0.00598802395209581,0.00459968377174069
"mdr",0.00312404754647973,0.00282588878760255,0.00398561290949742,0.00409836065573771,0.00230308613542146,0.00373724306453931
"pboehringer",0.00304785126485827,0,0,0,0,0
"br",0.00297165498323682,0.00574293527803099,0.00651307475454457,0.0035695399259651,0.00414555504375864,0.00316228259307173
"heise",0.00297165498323682,0.00574293527803099,0.00913774667055507,0.00780010576414595,0.00153539075694764,0.00215610176800345
"mz-web",0.00297165498323682,0.00127620783956244,0.000972100709633518,0.00118984664198837,0.0021495470597267,0.00215610176800345
"pi-news",0.00289545870161536,0,0,0,0,0
"sputniknews",0.00274306613837245,9.11577028258888e-05,0.00398561290949742,0,0.000153539075694764,0
"volksstimme",0.00274306613837245,9.11577028258888e-05,0.000291630212890055,0.00171866737176097,0.000767695378473822,0.000287480235733793
"ndr",0.00259067357512953,0.00428441203281677,0.00505492369009429,0.00171866737176097,0.00322432058959005,0.00229984188587035
"thueringer-allgemeine",0.00259067357512953,0.000820419325432999,0.00155536113541363,0.0038339502908514,0.00138185168125288,0.0043122035360069
"wiwo",0.00251447729350808,0.00464904284412033,0.00320793234179061,0.0115018508725542,0.0021495470597267,0.00416846341814
"bazonline",0.00228588844864371,0,9.72100709633518e-05,0,0,0
"freiewelt",0.00213349588540079,9.11577028258888e-05,0,0,0,0
"rbb24",0.00205729960377934,0.00209662716499544,0.00680470496743463,0.00409836065573771,0.00138185168125288,0.00301854247520483
"afd",0.00198110332215788,0,0,0,0,0
"krone",0.00198110332215788,9.11577028258888e-05,9.72100709633518e-05,0,0,0
"wochenblick",0.00198110332215788,0,0,0,0,0
"ulli-nissen",0.00190490704053642,0,0,0,0,0
"deutsche-handwerks-zeitung",0.00182871075891497,0,0,0.000264410364886304,0,0
"afdkompakt",0.00175251447729351,0,0,0,0,0
"compact-online",0.00167631819567205,0,0,0,0,0
"publicomag",0.00167631819567205,0,0,0,0,0
"swr",0.00167631819567205,0.002461257976299,0.0028190920579372,0.00251189846641988,0.00245662521111623,0.00172488141440276
"weser-kurier",0.00160012191405059,0.00191431175934366,0.0056381841158744,0.00171866737176097,0.00138185168125288,0.000574960471467587
"dnn",0.00152392563242914,0.00136736554238833,0.00106931078059687,0.000793231094658911,0.00138185168125288,0.000718700589334483
"augsburger-allgemeine",0.00144772935080768,0.00455788514129444,0.00136094099348693,0.00290851401374934,0.00153539075694764,0.00201236165013655
"brandner-im-bundestag",0.00144772935080768,0,0,0,0,0
"nw",0.00144772935080768,0.00127620783956244,0.000972100709633518,0.000264410364886304,0.00261016428681099,0.00043122035360069
"wdr",0.00144772935080768,0.00255241567912489,0.00359677262564402,0.00145425700687467,0.00230308613542146,0.00143740117866897
"neuepresse",0.00137153306918622,0.00100273473108478,0.000194420141926704,0.000132205182443152,0.000767695378473822,0
"newsrepublic",0.00129533678756477,0,0,0,0,0
"infranken",0.00121914050594331,0.000820419325432999,0.000194420141926704,0.000925436277102062,0.000153539075694764,0.000287480235733793
"nordbayern",0.00121914050594331,0.000546946216955333,0.000972100709633518,0.00264410364886304,0.000767695378473822,0
"rt",0.00121914050594331,0,0.00116652085156022,0,0,0
"sebastian-muenzenmaier",0.00121914050594331,0,0,0,0,0
"der-postillon",0.00114294422432185,0.00264357338195078,0.00359677262564402,0.00158646218931782,0.00138185168125288,0.00100618082506828
"fnp",0.00114294422432185,0.000546946216955333,0.000388840283853407,0.000396615547329455,0.000153539075694764,0.000574960471467587
"friesen-im-bundestag",0.00114294422432185,0,0,0,0,0
"mopo",0.00114294422432185,0.000182315405651778,0.00174978127734033,0,0.00107477352986335,0.00143740117866897
"news-republic",0.00114294422432185,0,0,0,0,0
"saarbruecker-zeitung",0.00114294422432185,0.00200546946216955,0.000388840283853407,0.0035695399259651,0.00153539075694764,0.00114992094293517
"lr-online",0.0010667479427004,0.000546946216955333,0.000388840283853407,0.00118984664198837,0.00245662521111623,0.00143740117866897
"hna",0.000990551661078939,0.000820419325432999,0.000291630212890055,0.00105764145954521,0.00261016428681099,0.000143740117866897
"presseportal",0.000990551661078939,0.00136736554238833,0.00145815106445028,0.000793231094658911,0.00138185168125288,0.00186862153226966
"abendblatt",0.000914355379457483,0.00109389243391067,0.000874890638670166,0.000528820729772607,0.00276370336250576,0.00474342388960759
"afd-rems-murr",0.000914355379457483,0,0,0,0,0
"express",0.000914355379457483,0.000546946216955333,9.72100709633518e-05,0.000264410364886304,0.000153539075694764,0.000574960471467587
"ksta",0.000914355379457483,0.00191431175934366,0.000388840283853407,0.000528820729772607,0.00107477352986335,0.00186862153226966
"maz-online",0.000914355379457483,0.00154968094804011,0.00349956255468067,0.000396615547329455,0.00138185168125288,0.00661204542187725
"moz",0.000914355379457483,0.00118505013673655,0.00272188198697385,0.00132205182443152,0.000921234454168586,0.0168175937904269
"pnp",0.000914355379457483,0.00182315405651778,0.00174978127734033,0.00158646218931782,0.00153539075694764,0.00158114129653586
"svz",0.000914355379457483,0.000273473108477666,0.000583260425780111,0.000925436277102062,0.000921234454168586,0.000718700589334483
"swp",0.000914355379457483,0.00255241567912489,0.000388840283853407,0.000925436277102062,0.00230308613542146,0.000718700589334483
"m",0.000838159097836026,0.00209662716499544,0.000972100709633518,0.00171866737176097,0.000921234454168586,0.000287480235733793
"manager-magazin",0.000838159097836026,0.000820419325432999,0.000972100709633518,0.00105764145954521,0.000307078151389529,0.000143740117866897
"otz",0.000838159097836026,0,0.000291630212890055,0.000661025912215759,0.000307078151389529,0.00043122035360069
"tz",0.000838159097836026,9.11577028258888e-05,0.000680470496743463,0.000132205182443152,0,0.000143740117866897
"badische-zeitung",0.000761962816214569,0.00182315405651778,0.000486050354816759,0.000925436277102062,0.00138185168125288,0.00287480235733793
"blick",0.000761962816214569,0,9.72100709633518e-05,0.000132205182443152,0,0.000143740117866897
"diepresse",0.000761962816214569,0.00072926162260711,0.000680470496743463,0.000132205182443152,0,0
"freiepresse",0.000761962816214569,0.00109389243391067,0.00145815106445028,0.000528820729772607,0.00230308613542146,0.00129366106080207
"rtl",0.000761962816214569,0.000273473108477666,0.000291630212890055,0.00105764145954521,0.000614156302779057,0.000718700589334483
"spd-fraktion-hessen",0.000761962816214569,0,0,0,0.00307078151389529,0
"tagesstimme",0.000761962816214569,9.11577028258888e-05,0,0,0,0
"theeuropean",0.000761962816214569,0,0.000486050354816759,0.000661025912215759,0,0.000287480235733793
"waz",0.000761962816214569,0.00209662716499544,0.000874890638670166,0.00132205182443152,0.00168892983264241,0.00086244070720138
"businessinsider",0.000685766534593112,0.000455788514129444,0.000486050354816759,0.000793231094658911,0.000460617227084293,0.000718700589334483
"noz",0.000685766534593112,0.00957155879671832,0.00495771361913094,0.00211528291909043,0.00261016428681099,0.000574960471467587
"pnn",0.000685766534593112,0.000911577028258888,0.00233304170312044,0.000396615547329455,0.000767695378473822,0.00114992094293517
"vorwaerts",0.000685766534593112,0.000182315405651778,9.72100709633518e-05,0,0.00936588361738062,0
"wochenblatt",0.000685766534593112,0.000182315405651778,9.72100709633518e-05,0.000396615547329455,0.000153539075694764,0.000143740117866897
"golem",0.000609570252971655,0.00300820419325433,0.000291630212890055,0.00118984664198837,0.000921234454168586,0.000287480235733793
"katholisch",0.000609570252971655,0.000455788514129444,9.72100709633518e-05,0.000396615547329455,0.000307078151389529,0.00186862153226966
"kn-online",0.000609570252971655,0.001640838650866,0.000680470496743463,0.000528820729772607,0.00368493781667434,0.00100618082506828
"nwzonline",0.000609570252971655,0.00118505013673655,0.000486050354816759,0.00132205182443152,0.000767695378473822,0.000574960471467587
"tlz",0.000609570252971655,0,0,0.000661025912215759,0,0.00215610176800345
"wikipedia",0.000609570252971655,0.000638103919781222,0.000874890638670166,0.000396615547329455,0.000614156302779057,0.000287480235733793
"die-tagespost",0.000533373971350198,0.000182315405651778,0,0.000264410364886304,0.000307078151389529,0.00086244070720138
"dw",0.000533373971350198,0.00300820419325433,0.00165257120637698,0.00118984664198837,0.00184246890833717,0.00186862153226966
"ln-online",0.000533373971350198,0.00109389243391067,0.000291630212890055,0,0.000614156302779057,0.000143740117866897
"netzpolitik",0.000533373971350198,0.00464904284412033,0.00486050354816759,0.00105764145954521,0.000921234454168586,0.000287480235733793
"neues-deutschland",0.000533373971350198,0.00200546946216955,0.0413142801594245,0.000396615547329455,0.000921234454168586,0
"openpetition",0.000533373971350198,0.000638103919781222,0.00184699134830368,0,0.000153539075694764,0.00201236165013655
"shz",0.000533373971350198,0.000820419325432999,0.000388840283853407,0.000528820729772607,0.000614156302779057,0.000574960471467587
"suedkurier",0.000533373971350198,0.000364630811303555,0.000194420141926704,0.000132205182443152,0.000614156302779057,0.00114992094293517
"deutschlandfunkkultur",0.000457177689728741,0.00309936189608022,0.00223583163215709,0.000396615547329455,0.000614156302779057,0.000574960471467587
"general-anzeiger-bonn",0.000457177689728741,0.00237010027347311,0.000291630212890055,0.000661025912215759,0.000921234454168586,0.000718700589334483
"geo",0.000457177689728741,9.11577028258888e-05,9.72100709633518e-05,0.000132205182443152,0,0.000287480235733793
"reuters",0.000457177689728741,0.00200546946216955,0.000972100709633518,0.00105764145954521,0.000921234454168586,0.00114992094293517
"rheinpfalz",0.000457177689728741,0.000273473108477666,0.000194420141926704,0.000396615547329455,0.00138185168125288,0.00129366106080207
"stimme",0.000457177689728741,0.000820419325432999,0,0.000793231094658911,0.00168892983264241,0.000287480235733793
"abendzeitung-muenchen",0.000380981408107284,0.00072926162260711,0.00233304170312044,0.000528820729772607,0.000767695378473822,0.000287480235733793
"aerzteblatt",0.000380981408107284,0.00072926162260711,0.000486050354816759,0.000528820729772607,0.000460617227084293,0.000287480235733793
"allgemeine-zeitung",0.000380981408107284,0.00273473108477666,0,0.000132205182443152,0.000153539075694764,0.00158114129653586
"finanzen",0.000380981408107284,0.000182315405651778,0,0.000132205182443152,0.000153539075694764,0.000287480235733793
"idea",0.000380981408107284,0,0,0.000264410364886304,0.000153539075694764,0.000718700589334483
"lto",0.000380981408107284,0.002461257976299,0.00126373092252357,0.000925436277102062,0.000307078151389529,0.00100618082506828
"ostsee-zeitung",0.000380981408107284,0.000364630811303555,0.000486050354816759,0.00105764145954521,0.000307078151389529,0.000143740117866897
"bento",0.000304785126485827,0.00182315405651778,0.00223583163215709,0.00118984664198837,0.000921234454168586,0.00043122035360069
"mittelbayerische",0.000304785126485827,0.000273473108477666,0.000388840283853407,0.000264410364886304,0.00168892983264241,0.000143740117866897
"morgenweb",0.000304785126485827,0.00109389243391067,0.0026246719160105,0.00118984664198837,0.000767695378473822,0.00416846341814
"rnz",0.000304785126485827,0.00154968094804011,0.000680470496743463,0.00118984664198837,0.00399201596806387,0.000718700589334483
"topagrar",0.000304785126485827,0.00118505013673655,0.00165257120637698,0.00475938656795346,0.000460617227084293,0.00043122035360069
"wallstreet-online",0.000304785126485827,0.000911577028258888,0.000486050354816759,0.000661025912215759,0.000307078151389529,0.00043122035360069
"westfalen-blatt",0.000304785126485827,0.000364630811303555,0.000486050354816759,0.000661025912215759,0.00107477352986335,0
"wordpress",0.000304785126485827,0.000820419325432999,0.000777680567706814,0.000264410364886304,0.000460617227084293,0
"wr",0.000304785126485827,0.000455788514129444,0,0.000396615547329455,0,0
"wz",0.000304785126485827,0.001640838650866,0.000291630212890055,0.00237969328397673,0.00184246890833717,0.00388098318240621
"butenunbinnen",0.000228588844864371,0.000273473108477666,0.0026246719160105,0,0.000614156302779057,0
"freitag",0.000228588844864371,0.00154968094804011,0.00534655390298435,0,0.000767695378473822,0.000143740117866897
"insuedthueringen",0.000228588844864371,9.11577028258888e-05,0.000194420141926704,0.000661025912215759,0,0.00043122035360069
"juedische-allgemeine",0.000228588844864371,0.000820419325432999,0.000583260425780111,0.000264410364886304,0.000307078151389529,0.000287480235733793
"mainpost",0.000228588844864371,0.00182315405651778,0.000583260425780111,0.00158646218931782,0.000460617227084293,0.00100618082506828
"nrz",0.000228588844864371,0.000364630811303555,0.000291630212890055,0,0.000460617227084293,0
"rhein-zeitung",0.000228588844864371,0.000546946216955333,9.72100709633518e-05,0.000925436277102062,0.000307078151389529,0.00459968377174069
"rundschau-online",0.000228588844864371,0.000364630811303555,0,0.000264410364886304,0,0.000287480235733793
"vice",0.000228588844864371,0.00072926162260711,0.00165257120637698,0.000396615547329455,0.000153539075694764,0.000718700589334483
"volksfreund",0.000228588844864371,0.000273473108477666,0.000874890638670166,0.000264410364886304,0.000460617227084293,0.00316228259307173
"wp",0.000228588844864371,0.000182315405651778,9.72100709633518e-05,0.000396615547329455,0.00153539075694764,0
"xing",0.000228588844864371,0.000364630811303555,9.72100709633518e-05,0.000793231094658911,0.000460617227084293,0.000287480235733793
"bpb",0.000152392563242914,0.000182315405651778,0.000486050354816759,0.000264410364886304,0.000460617227084293,0
"bundesregierung",0.000152392563242914,0.00072926162260711,0,0,0.000153539075694764,0.00172488141440276
"cducsu",0.000152392563242914,0.000364630811303555,9.72100709633518e-05,0.000264410364886304,0.000153539075694764,0.109529969814575
"daserste",0.000152392563242914,0.000638103919781222,0.00106931078059687,0.000661025912215759,0.000614156302779057,0.00100618082506828
"deutschlandfunknova",0.000152392563242914,0.000546946216955333,0.000388840283853407,0.000132205182443152,0,0.000143740117866897
"dgb",0.000152392563242914,0.000182315405651778,0.00136094099348693,0.000132205182443152,0.00168892983264241,0
"dwdl",0.000152392563242914,0.000273473108477666,0.000388840283853407,0.000264410364886304,0.000307078151389529,0.000143740117866897
"ejz",0.000152392563242914,0.000546946216955333,0.000291630212890055,0.000528820729772607,0.000153539075694764,0.000143740117866897
"finanznachrichten",0.000152392563242914,0.000911577028258888,0.000194420141926704,0.000793231094658911,0,0.000574960471467587
"hasepost",0.000152392563242914,0.000364630811303555,9.72100709633518e-05,0.000793231094658911,0.000307078151389529,0.000287480235733793
"hz",0.000152392563242914,0.000364630811303555,0.000194420141926704,0.000132205182443152,0.000307078151389529,0.00043122035360069
"jetzt",0.000152392563242914,0.000455788514129444,0.000291630212890055,0.000132205182443152,0.000153539075694764,0.000143740117866897
"phoenix",0.000152392563242914,0.000546946216955333,0.000777680567706814,0.000264410364886304,0.000460617227084293,0.000287480235733793
"rosenheim24",0.000152392563242914,0.000182315405651778,0,0.000528820729772607,0,0.00043122035360069
"spdfraktion",0.000152392563242914,9.11577028258888e-05,0,0,0.0193459235375403,0
"volksverpetzer",0.000152392563242914,9.11577028258888e-05,0.000486050354816759,0,0.000153539075694764,0.00043122035360069
"watson",0.000152392563242914,0.000546946216955333,0.000972100709633518,0.000132205182443152,0.000307078151389529,0
"wn",0.000152392563242914,0.000638103919781222,0.000777680567706814,0.00132205182443152,0.000153539075694764,0.000574960471467587
"abgeordnetenwatch",7.61962816214569e-05,0.000182315405651778,0.000680470496743463,0.000264410364886304,0.000460617227084293,0
"agrarheute",7.61962816214569e-05,0.000364630811303555,0.00145815106445028,0.000661025912215759,0,0
"ard-hauptstadtstudio",7.61962816214569e-05,0.000638103919781222,9.72100709633518e-05,0,0.000153539075694764,0.000287480235733793
"auswaertiges-amt",7.61962816214569e-05,9.11577028258888e-05,9.72100709633518e-05,0.000132205182443152,0.0207277752187932,0.000287480235733793
"berlin",7.61962816214569e-05,0.000455788514129444,0.000291630212890055,0.000132205182443152,0.000153539075694764,0.000143740117866897
"berliner-woche",7.61962816214569e-05,0.000182315405651778,0.00320793234179061,0,0.000614156302779057,0.00114992094293517
"blick-aktuell",7.61962816214569e-05,0.00072926162260711,0,0.000132205182443152,0.000153539075694764,0.00632456518614345
"change",7.61962816214569e-05,0.000638103919781222,0.000874890638670166,0.000396615547329455,0.000153539075694764,0
"das-parlament",7.61962816214569e-05,0.000182315405651778,0.000388840283853407,0.000396615547329455,0,0.000143740117866897
"derstandard",7.61962816214569e-05,0.00118505013673655,0.000777680567706814,0.000132205182443152,0.000307078151389529,0.000143740117866897
"deutsche-apotheker-zeitung",7.61962816214569e-05,0.000455788514129444,0.000874890638670166,0.000661025912215759,0.000153539075694764,0.00043122035360069
"euractiv",7.61962816214569e-05,0.000911577028258888,0.000777680567706814,0.000132205182443152,0.000153539075694764,0.000287480235733793
"evangelisch",7.61962816214569e-05,0.000638103919781222,0.000486050354816759,0.000528820729772607,0.0021495470597267,0.00043122035360069
"fdp",7.61962816214569e-05,0,0,0.00661025912215759,0,0
"gruene-bundestag",7.61962816214569e-05,0.028714676390155,0,0,0,0
"herz-und-haltung",7.61962816214569e-05,0,0,0,0.00552740672501152,0
"migazin",7.61962816214569e-05,0.00145852324521422,0.00145815106445028,0,0.00107477352986335,0
"muellerbettina",7.61962816214569e-05,0,0,0,0.00583448487640104,0
"nachdenkseiten",7.61962816214569e-05,0,0.00126373092252357,0,0,0
"nr-kurier",7.61962816214569e-05,0,0,0,0,0.00589334483254276
"reporter-ohne-grenzen",7.61962816214569e-05,0.000546946216955333,0.000194420141926704,0,0.000307078151389529,0
"rnd",7.61962816214569e-05,0.000455788514129444,0.000291630212890055,0.000396615547329455,0.000307078151389529,0.000143740117866897
"schwarzwaelder-bote",7.61962816214569e-05,0,0,0.000661025912215759,0.000153539075694764,0.00129366106080207
"spd",7.61962816214569e-05,9.11577028258888e-05,0,0,0.00706279748195916,0
"statista",7.61962816214569e-05,0,9.72100709633518e-05,0.00185087255420412,0,0
"wochenendspiegel",7.61962816214569e-05,0.000182315405651778,0,0.000132205182443152,0.000153539075694764,0.00100618082506828
"aachener-nachrichten",0,0.000273473108477666,0.000680470496743463,0.000264410364886304,0.000307078151389529,0.000143740117866897
"abgeordnete",0,0,0,0.00330512956107879,0,0
"aerztezeitung",0,0.00182315405651778,0.000777680567706814,0.00171866737176097,0.000153539075694764,0.00244358200373724
"agnieszka-brugger",0,0.00109389243391067,0,0,0,0
"ak-kurier",0,9.11577028258888e-05,0,0.000661025912215759,0,0.00359350294667242
"amnesty",0,0.00072926162260711,0.000388840283853407,0,0,0
"andreas-steier",0,0,0,0,0,0.00546212447894207
"andrej-hunko",0,0,0.00942937688344512,0,0,0
"ard",0,0.000364630811303555,0.000388840283853407,0.000264410364886304,0.000153539075694764,0.000143740117866897
"bettina-hoffmann",0,0.003281677301732,0,0,0,0
"blickpunkt-arnsberg-sundern-meschede",0,0,0,0,0.00322432058959005,0
"blu",0,0.000546946216955333,9.72100709633518e-05,0.000396615547329455,0.000307078151389529,0
"bmbf",0,0,9.72100709633518e-05,0.000264410364886304,0,0.00114992094293517
"bmvg",0,0,9.72100709633518e-05,0,0.000153539075694764,0.00359350294667242
"boeckler",0,0.000273473108477666,0.00106931078059687,0,0.000153539075694764,0
"boell",0,0.00209662716499544,0.000194420141926704,0,0.000153539075694764,0
"brigitte-freihold",0,0,0.00738796539321474,0,0,0
"bundesfinanzministerium",0,9.11577028258888e-05,0,0.000528820729772607,0.000921234454168586,0.000287480235733793
"bundesgesundheitsministerium",0,0.000273473108477666,0,0,0,0.00114992094293517
"campact",0,0.00145852324521422,0.00243025177408379,0,0,0
"capital",0,0.000273473108477666,0.000194420141926704,0.000528820729772607,0,0.000287480235733793
"cornelia-moehring",0,0,0.00136094099348693,0,0,0
"destatis",0,0.000273473108477666,9.72100709633518e-05,0,0.000307078151389529,0.000718700589334483
"die-linke",0,0,0.00349956255468067,0,0,0
"dieterjanecek",0,0.00237010027347311,0,0,0,0
"diether-dehm",0,0,0.00476329347720424,0,0,0
"echo-online",0,0.000364630811303555,9.72100709633518e-05,0,0.000921234454168586,0.000287480235733793
"energate-messenger",0,0.000273473108477666,0.000194420141926704,0.000793231094658911,0.000460617227084293,0.00043122035360069
"erwin-rueddel",0,0,0,0,0,0.00402472330027311
"eva-maria-schreiber",0,0,0.00272188198697385,0,0,0
"fabio-de-masi",0,0,0.00534655390298435,0,0,0
"fdp-lsa",0,0,0,0.00185087255420412,0,0
"fdpbt",0,0,0,0.0182443151771549,0.000153539075694764,0
"filiz-polat",0,0.00711030082041933,0,0,0,0
"freiheit",0,0,9.72100709633518e-05,0.00158646218931782,0,0
"friedrich-straetmanns",0,0,0.00174978127734033,0,0,0
"gabi-weber-spd",0,0,0,0,0.00767695378473822,0
"gero-storjohann",0,0,0,0,0,0.00618082506827656
"gruen-digital",0,0.00565177757520511,0,0,0,0
"gruenderszene",0,0.00072926162260711,9.72100709633518e-05,0.00105764145954521,0,0.000574960471467587
"gruene",0,0.00264357338195078,0,0,0,0
"heike-haensel",0,0,0.00126373092252357,0,0,0
"hubertus-zdebel",0,0,0.0196364343345971,0,0,0
"ingo-wellenreuther",0,0,0,0,0,0.00158114129653586
"ipg-journal",0,0.000182315405651778,0.000486050354816759,0,0.00322432058959005,0
"jmwiarda",0,0.000455788514129444,0,0.00118984664198837,0,0
"johannes-schraps",0,0,0,0,0.00199600798403194,0
"juergenhardt",0,0,0,0,0,0.00215610176800345
"jungewelt",0,0,0.00233304170312044,0,0,0
"katja-kipping",0,0,0.00437445319335083,0,0,0
"kicker",0,0.000273473108477666,9.72100709633518e-05,0.000528820729772607,0.000460617227084293,0.00043122035360069
"klein-schmeink",0,0.00665451230628988,0,0,0,0
"klimareporter",0,0.00136736554238833,0.000486050354816759,0.000264410364886304,0.000307078151389529,0
"kreiszeitung-wochenblatt",0,0,0,0,0.000460617227084293,0.00129366106080207
"landauer-tafel",0,0,0,0,0,0.00287480235733793
"liberale",0,0,0,0.0112374405076679,0,0
"linkedin",0,0,0.000194420141926704,0.00436277102062401,0,0.000287480235733793
"linksfraktion",0,0,0.0291630212890055,0,0,0
"lobbycontrol",0,0.000364630811303555,0.000874890638670166,0,0,0
"lorenz-goesta-beutin",0,0,0.00243025177408379,0,0,0
"marco-buelow",0,0,0,0,0,0
"marian-wendt",0,0,0,0,0,0.00215610176800345
"matthias-gastel",0,0.00355515041020966,0,0,0,0
"mueller-gemmeke",0,0.00200546946216955,0,0,0,0
"nrwspd-landesgruppe",0,0,0,0,0.00230308613542146,0
"petertauber",0,9.11577028258888e-05,0,0,0,0.00316228259307173
"petra-sitte",0,0,0.0028190920579372,0,0,0
"petrapau",0,0,0.00437445319335083,0,0,0
"piqd",0,0.00072926162260711,0,0.000396615547329455,0,0
"politik-kommunikation",0,9.11577028258888e-05,0.000194420141926704,0.000793231094658911,0.000921234454168586,0.000143740117866897
"proasyl",0,0.000455788514129444,0.000874890638670166,0,0,0
"queer",0,0.00401093892433911,0.00136094099348693,0,0.000153539075694764,0.000143740117866897
"rosalux",0,0,0.00136094099348693,0,0,0
"sahra-wagenknecht",0,0,0.00106931078059687,0,0,0
"sebastian-hartmann",0,0,0,0,0.00199600798403194,0
"sebastian-steineke",0,0,0,0,0,0.00589334483254276
"soenke-rix",0,0,0,0,0.00522032857362199,0
"spd-schwarz",0,9.11577028258888e-05,0,0,0.00445263319514817,0
"spektrum",0,0.00100273473108478,0.000291630212890055,0.000661025912215759,0.000460617227084293,0.000143740117866897
"sr",0,0.000911577028258888,0,0.00105764145954521,0.000307078151389529,0.00043122035360069
